genres,title,item_id,year,playtime_forever
Female Protagonist,METAGAL,467850,2016,1207.0
Action,PixBit,466790,2016,2974.0
Indie,PixBit,466790,2016,2974.0
Action,Genesis of Drones,364880,2016,58.0
Indie,Genesis of Drones,364880,2016,58.0
Casual,Genesis of Drones,364880,2016,58.0
Indie,Soulcaster: Part I &amp; II,460970,2011,662.0
Strategy,Soulcaster: Part I &amp; II,460970,2011,662.0
Action,Soulcaster: Part I &amp; II,460970,2011,662.0
Tower Defense,Soulcaster: Part I &amp; II,460970,2011,662.0
Real Time Tactics,Soulcaster: Part I &amp; II,460970,2011,662.0
Great Soundtrack,Soulcaster: Part I &amp; II,460970,2011,662.0
Pixel Graphics,Soulcaster: Part I &amp; II,460970,2011,662.0
Casual,Grandpa's Table,471570,2016,341.0
Indie,Grandpa's Table,471570,2016,341.0
Puzzle,Grandpa's Table,471570,2016,341.0
Relaxing,Grandpa's Table,471570,2016,341.0
Simulation,Simutrans,434520,2016,5092.0
Trains,Simutrans,434520,2016,5092.0
Free to Play,Simutrans,434520,2016,5092.0
Management,Simutrans,434520,2016,5092.0
Strategy,Simutrans,434520,2016,5092.0
Sandbox,Simutrans,434520,2016,5092.0
Difficult,Simutrans,434520,2016,5092.0
Building,Simutrans,434520,2016,5092.0
Economy,Simutrans,434520,2016,5092.0
Strategy,The Mahjong Huntress,474910,2016,636.0
Adventure,The Mahjong Huntress,474910,2016,636.0
Indie,The Mahjong Huntress,474910,2016,636.0
Puzzle,The Mahjong Huntress,474910,2016,636.0
Casual,The Mahjong Huntress,474910,2016,636.0
Free to Play,Age of Cavemen,454600,2016,8801.0
Strategy,Age of Cavemen,454600,2016,8801.0
Massively Multiplayer,Age of Cavemen,454600,2016,8801.0
Multiplayer,Age of Cavemen,454600,2016,8801.0
Indie,The Dolls: Reborn,473670,2016,451.0
Simulation,The Dolls: Reborn,473670,2016,451.0
Horror,The Dolls: Reborn,473670,2016,451.0
Action,Warriors' Wrath,466420,2016,2390.0
Adventure,Warriors' Wrath,466420,2016,2390.0
Indie,Warriors' Wrath,466420,2016,2390.0
Casual,Warriors' Wrath,466420,2016,2390.0
RPG,Warriors' Wrath,466420,2016,2390.0
Indie,OmniBus,415740,2016,2151.0
Racing,OmniBus,415740,2016,2151.0
Action,OmniBus,415740,2016,2151.0
Adventure,OmniBus,415740,2016,2151.0
Casual,OmniBus,415740,2016,2151.0
Simulation,OmniBus,415740,2016,2151.0
Physics,OmniBus,415740,2016,2151.0
Funny,OmniBus,415740,2016,2151.0
Multiplayer,OmniBus,415740,2016,2151.0
Early Access,Gamma Bros 1.5,436470,2016,338.0
Action,Gamma Bros 1.5,436470,2016,338.0
Indie,Gamma Bros 1.5,436470,2016,338.0
Shoot 'Em Up,Gamma Bros 1.5,436470,2016,338.0
Strategy,Power &amp; Revolution,467520,2016,10.0
Simulation,Power &amp; Revolution,467520,2016,10.0
Politics,Power &amp; Revolution,467520,2016,10.0
Economy,Power &amp; Revolution,467520,2016,10.0
Action,Sunken,405960,2015,262.0
Indie,Sunken,405960,2015,262.0
RPG,Sunken,405960,2015,262.0
Crafting,Sunken,405960,2015,262.0
Rogue-like,Sunken,405960,2015,262.0
Perma Death,Sunken,405960,2015,262.0
Indie,Forgotten Tales: Day of the Dead,453770,2016,2219.0
Casual,Forgotten Tales: Day of the Dead,453770,2016,2219.0
Card Game,Forgotten Tales: Day of the Dead,453770,2016,2219.0
Action,Hyper Bounce Blast,407940,2016,291.0
Indie,Hyper Bounce Blast,407940,2016,291.0
Platformer,Hyper Bounce Blast,407940,2016,291.0
Shoot 'Em Up,Hyper Bounce Blast,407940,2016,291.0
Arcade,Hyper Bounce Blast,407940,2016,291.0
Indie,The Incredible Baron,441510,2016,509.0
Strategy,The Incredible Baron,441510,2016,509.0
Adventure,The Incredible Baron,441510,2016,509.0
Pixel Graphics,The Incredible Baron,441510,2016,509.0
Tower Defense,The Incredible Baron,441510,2016,509.0
RTS,The Incredible Baron,441510,2016,509.0
Strategy,WizardCraft,451900,2016,32.0
Indie,WizardCraft,451900,2016,32.0
RPG,WizardCraft,451900,2016,32.0
RTS,WizardCraft,451900,2016,32.0
Indie,ZeGame,437520,2016,4.0
Casual,ZeGame,437520,2016,4.0
Adventure,ZeGame,437520,2016,4.0
Puzzle,ZeGame,437520,2016,4.0
Relaxing,ZeGame,437520,2016,4.0
Level Editor,ZeGame,437520,2016,4.0
Atmospheric,ZeGame,437520,2016,4.0
Singleplayer,ZeGame,437520,2016,4.0
Great Soundtrack,ZeGame,437520,2016,4.0
Indie,Idling to Rule the Gods,466170,2016,504620.0
Casual,Idling to Rule the Gods,466170,2016,504620.0
Free to Play,Idling to Rule the Gods,466170,2016,504620.0
Clicker,Idling to Rule the Gods,466170,2016,504620.0
Anime,Idling to Rule the Gods,466170,2016,504620.0
Casual,KNIGHTS,476240,2016,2507.0
Indie,KNIGHTS,476240,2016,2507.0
Puzzle,KNIGHTS,476240,2016,2507.0
Strategy,KNIGHTS,476240,2016,2507.0
Chess,KNIGHTS,476240,2016,2507.0
Minimalist,KNIGHTS,476240,2016,2507.0
Singleplayer,KNIGHTS,476240,2016,2507.0
Mouse only,KNIGHTS,476240,2016,2507.0
Relaxing,KNIGHTS,476240,2016,2507.0
Atmospheric,KNIGHTS,476240,2016,2507.0
Strategy,Planar Conquest,449300,2016,12329.0
RPG,Planar Conquest,449300,2016,12329.0
Indie,Planar Conquest,449300,2016,12329.0
Turn-Based,Planar Conquest,449300,2016,12329.0
4X,Planar Conquest,449300,2016,12329.0
Turn-Based Strategy,Planar Conquest,449300,2016,12329.0
Simulation,Planar Conquest,449300,2016,12329.0
Fantasy,Planar Conquest,449300,2016,12329.0
Magic,Planar Conquest,449300,2016,12329.0
Wargame,Planar Conquest,449300,2016,12329.0
Exploration,Planar Conquest,449300,2016,12329.0
Grand Strategy,Planar Conquest,449300,2016,12329.0
Indie,"Resette's Prescription ~Book of memory, Swaying scale~",463460,2016,8834.0
Casual,"Resette's Prescription ~Book of memory, Swaying scale~",463460,2016,8834.0
Anime,"Resette's Prescription ~Book of memory, Swaying scale~",463460,2016,8834.0
Point & Click,"Resette's Prescription ~Book of memory, Swaying scale~",463460,2016,8834.0
Puzzle,"Resette's Prescription ~Book of memory, Swaying scale~",463460,2016,8834.0
Female Protagonist,"Resette's Prescription ~Book of memory, Swaying scale~",463460,2016,8834.0
Indie,Solitairica,463980,2016,10640.0
Strategy,Solitairica,463980,2016,10640.0
RPG,Solitairica,463980,2016,10640.0
Card Game,Solitairica,463980,2016,10640.0
Turn-Based,Solitairica,463980,2016,10640.0
Turn-Based Strategy,Solitairica,463980,2016,10640.0
Rogue-lite,Solitairica,463980,2016,10640.0
Free to Play,The Way of Life Free Edition,310370,2016,26922.0
Walking Simulator,The Way of Life Free Edition,310370,2016,26922.0
First-Person,The Way of Life Free Edition,310370,2016,26922.0
Indie,The Way of Life Free Edition,310370,2016,26922.0
Singleplayer,The Way of Life Free Edition,310370,2016,26922.0
Adventure,The Way of Life Free Edition,310370,2016,26922.0
Short,The Way of Life Free Edition,310370,2016,26922.0
Multiplayer,The Way of Life Free Edition,310370,2016,26922.0
Simulation,The Way of Life Free Edition,310370,2016,26922.0
Open World,The Way of Life Free Edition,310370,2016,26922.0
Atmospheric,The Way of Life Free Edition,310370,2016,26922.0
Survival,The Way of Life Free Edition,310370,2016,26922.0
Great Soundtrack,The Way of Life Free Edition,310370,2016,26922.0
Story Rich,The Way of Life Free Edition,310370,2016,26922.0
Action,The Way of Life Free Edition,310370,2016,26922.0
Family Friendly,The Way of Life Free Edition,310370,2016,26922.0
Funny,The Way of Life Free Edition,310370,2016,26922.0
Illuminati,The Way of Life Free Edition,310370,2016,26922.0
Strategy,The Way of Life Free Edition,310370,2016,26922.0
VR,The Way of Life Free Edition,310370,2016,26922.0
Early Access,Beyond Flesh and Blood,391550,2016,127.0
Action,Beyond Flesh and Blood,391550,2016,127.0
Adventure,Beyond Flesh and Blood,391550,2016,127.0
Simulation,Beyond Flesh and Blood,391550,2016,127.0
Indie,Beyond Flesh and Blood,391550,2016,127.0
Casual,Beyond Flesh and Blood,391550,2016,127.0
Strategy,Beyond Flesh and Blood,391550,2016,127.0
Mechs,Beyond Flesh and Blood,391550,2016,127.0
Arena Shooter,Beyond Flesh and Blood,391550,2016,127.0
Third-Person Shooter,Beyond Flesh and Blood,391550,2016,127.0
Sci-fi,Beyond Flesh and Blood,391550,2016,127.0
Shooter,Beyond Flesh and Blood,391550,2016,127.0
Singleplayer,Beyond Flesh and Blood,391550,2016,127.0
Time Manipulation,Beyond Flesh and Blood,391550,2016,127.0
Puzzle,Beyond Flesh and Blood,391550,2016,127.0
Free to Play,The NADI Project,474010,2016,230.0
Adventure,The NADI Project,474010,2016,230.0
First-Person,The NADI Project,474010,2016,230.0
Multiplayer,The NADI Project,474010,2016,230.0
Survival,The NADI Project,474010,2016,230.0
Exploration,The NADI Project,474010,2016,230.0
Indie,The NADI Project,474010,2016,230.0
Horror,The NADI Project,474010,2016,230.0
Mystery,The NADI Project,474010,2016,230.0
Story Rich,The NADI Project,474010,2016,230.0
Point & Click,The NADI Project,474010,2016,230.0
Short,The NADI Project,474010,2016,230.0
Great Soundtrack,The NADI Project,474010,2016,230.0
Casual,The NADI Project,474010,2016,230.0
Interactive Fiction,The NADI Project,474010,2016,230.0
Sandbox,The NADI Project,474010,2016,230.0
Singleplayer,The NADI Project,474010,2016,230.0
Co-op,The NADI Project,474010,2016,230.0
Crafting,The NADI Project,474010,2016,230.0
Open World,The NADI Project,474010,2016,230.0
Indie,Magma Tsunami,477290,2016,33031.0
Platformer,Magma Tsunami,477290,2016,33031.0
Memes,Summer Sale,485890,2016,4681.0
Simulation,Summer Sale,485890,2016,4681.0
Singleplayer,Summer Sale,485890,2016,4681.0
Indie,Summer Sale,485890,2016,4681.0
Casual,Summer Sale,485890,2016,4681.0
Great Soundtrack,Summer Sale,485890,2016,4681.0
Adventure,Investigator,482300,2016,2242.0
Indie,Investigator,482300,2016,2242.0
Horror,Investigator,482300,2016,2242.0
Simulation,Investigator,482300,2016,2242.0
Atmospheric,Investigator,482300,2016,2242.0
Walking Simulator,Investigator,482300,2016,2242.0
Post-apocalyptic,Investigator,482300,2016,2242.0
First-Person,Investigator,482300,2016,2242.0
Action,Timore Inferno,486360,2016,14357.0
Indie,Timore Inferno,486360,2016,14357.0
Horror,Timore Inferno,486360,2016,14357.0
Adventure,Projector Face,431850,2016,271.0
Indie,Projector Face,431850,2016,271.0
Casual,Projector Face,431850,2016,271.0
Point & Click,Projector Face,431850,2016,271.0
Singleplayer,Projector Face,431850,2016,271.0
Silent Protagonist,Projector Face,431850,2016,271.0
Simulation,Turmoil,361280,2016,88363.0
Strategy,Turmoil,361280,2016,88363.0
Management,Turmoil,361280,2016,88363.0
Indie,Turmoil,361280,2016,88363.0
Western,Turmoil,361280,2016,88363.0
2D,Turmoil,361280,2016,88363.0
Casual,Turmoil,361280,2016,88363.0
Singleplayer,Turmoil,361280,2016,88363.0
Economy,Turmoil,361280,2016,88363.0
Strategy,Medieval Battlefields - Black Edition,459040,2016,683.0
Indie,Medieval Battlefields - Black Edition,459040,2016,683.0
Medieval,Medieval Battlefields - Black Edition,459040,2016,683.0
Turn-Based,Medieval Battlefields - Black Edition,459040,2016,683.0
Strategy,The Battle for Sector 219,455200,2016,6.0
Indie,The Battle for Sector 219,455200,2016,6.0
Card Game,The Battle for Sector 219,455200,2016,6.0
Action,Anima Gate of Memories,380750,2016,6625.0
RPG,Anima Gate of Memories,380750,2016,6625.0
Anime,Anima Gate of Memories,380750,2016,6625.0
Adventure,Anima Gate of Memories,380750,2016,6625.0
Hack and Slash,Anima Gate of Memories,380750,2016,6625.0
Action RPG,Anima Gate of Memories,380750,2016,6625.0
Female Protagonist,Anima Gate of Memories,380750,2016,6625.0
Story Rich,Anima Gate of Memories,380750,2016,6625.0
Exploration,Anima Gate of Memories,380750,2016,6625.0
Multiple Endings,Anima Gate of Memories,380750,2016,6625.0
Indie,Anima Gate of Memories,380750,2016,6625.0
JRPG,Anima Gate of Memories,380750,2016,6625.0
Singleplayer,Anima Gate of Memories,380750,2016,6625.0
Third Person,Anima Gate of Memories,380750,2016,6625.0
Adventure,Home Behind,467960,2016,1152.0
RPG,Home Behind,467960,2016,1152.0
Survival,Home Behind,467960,2016,1152.0
Indie,Home Behind,467960,2016,1152.0
Casual,Home Behind,467960,2016,1152.0
Strategy,Home Behind,467960,2016,1152.0
Simulation,Home Behind,467960,2016,1152.0
Building,Home Behind,467960,2016,1152.0
Singleplayer,Home Behind,467960,2016,1152.0
Side Scroller,Home Behind,467960,2016,1152.0
Rogue-like,Home Behind,467960,2016,1152.0
2D,Home Behind,467960,2016,1152.0
Turn-Based Tactics,Home Behind,467960,2016,1152.0
Third Person,Home Behind,467960,2016,1152.0
Difficult,Home Behind,467960,2016,1152.0
Foreign,Home Behind,467960,2016,1152.0
Politics,Home Behind,467960,2016,1152.0
Replay Value,Home Behind,467960,2016,1152.0
Atmospheric,Home Behind,467960,2016,1152.0
Mouse only,Home Behind,467960,2016,1152.0
Strategy,A Healer Only Lives Twice,453300,2016,639.0
Indie,A Healer Only Lives Twice,453300,2016,639.0
RPG,A Healer Only Lives Twice,453300,2016,639.0
Dungeon Crawler,A Healer Only Lives Twice,453300,2016,639.0
Casual,A Healer Only Lives Twice,453300,2016,639.0
Singleplayer,A Healer Only Lives Twice,453300,2016,639.0
Simulation,A Healer Only Lives Twice,453300,2016,639.0
Tactical,A Healer Only Lives Twice,453300,2016,639.0
Real-Time,A Healer Only Lives Twice,453300,2016,639.0
Cute,A Healer Only Lives Twice,453300,2016,639.0
Linear,A Healer Only Lives Twice,453300,2016,639.0
Fantasy,A Healer Only Lives Twice,453300,2016,639.0
Cartoony,A Healer Only Lives Twice,453300,2016,639.0
Survival,A Healer Only Lives Twice,453300,2016,639.0
Perma Death,A Healer Only Lives Twice,453300,2016,639.0
RTS,A Healer Only Lives Twice,453300,2016,639.0
Controller,A Healer Only Lives Twice,453300,2016,639.0
Great Soundtrack,A Healer Only Lives Twice,453300,2016,639.0
Real Time Tactics,A Healer Only Lives Twice,453300,2016,639.0
2D,A Healer Only Lives Twice,453300,2016,639.0
Early Access,Planet Centauri,385380,2016,14800.0
Sandbox,Planet Centauri,385380,2016,14800.0
Adventure,Planet Centauri,385380,2016,14800.0
2D,Planet Centauri,385380,2016,14800.0
Action,Planet Centauri,385380,2016,14800.0
RPG,Planet Centauri,385380,2016,14800.0
Indie,Planet Centauri,385380,2016,14800.0
Crafting,Planet Centauri,385380,2016,14800.0
Pixel Graphics,Planet Centauri,385380,2016,14800.0
Survival,Planet Centauri,385380,2016,14800.0
Multiplayer,Planet Centauri,385380,2016,14800.0
Singleplayer,Planet Centauri,385380,2016,14800.0
Loot,Planet Centauri,385380,2016,14800.0
Open World,Planet Centauri,385380,2016,14800.0
Exploration,Planet Centauri,385380,2016,14800.0
Side Scroller,Planet Centauri,385380,2016,14800.0
Building,Planet Centauri,385380,2016,14800.0
Adventure,Rescue Lucy,476880,2016,2195.0
Indie,Rescue Lucy,476880,2016,2195.0
Casual,Rescue Lucy,476880,2016,2195.0
Hidden Object,Rescue Lucy,476880,2016,2195.0
Lore-Rich,Rescue Lucy,476880,2016,2195.0
2D,Rescue Lucy,476880,2016,2195.0
Survival,Rescue Lucy,476880,2016,2195.0
Horror,Rescue Lucy,476880,2016,2195.0
Point & Click,Rescue Lucy,476880,2016,2195.0
Singleplayer,Rescue Lucy,476880,2016,2195.0
Dark,Rescue Lucy,476880,2016,2195.0
Supernatural,Rescue Lucy,476880,2016,2195.0
Atmospheric,Rescue Lucy,476880,2016,2195.0
Stylized,Rescue Lucy,476880,2016,2195.0
First-Person,Rescue Lucy,476880,2016,2195.0
Choose Your Own Adventure,Rescue Lucy,476880,2016,2195.0
Historical,Rescue Lucy,476880,2016,2195.0
Psychological Horror,Rescue Lucy,476880,2016,2195.0
Action-Adventure,Rescue Lucy,476880,2016,2195.0
Gore,Rescue Lucy,476880,2016,2195.0
Indie,Impossible Quest,485860,2016,201.0
Casual,Impossible Quest,485860,2016,201.0
Adventure,Impossible Quest,485860,2016,201.0
Choose Your Own Adventure,Impossible Quest,485860,2016,201.0
Choices Matter,Impossible Quest,485860,2016,201.0
Interactive Fiction,Impossible Quest,485860,2016,201.0
Funny,Impossible Quest,485860,2016,201.0
Singleplayer,Impossible Quest,485860,2016,201.0
Puzzle,Impossible Quest,485860,2016,201.0
Short,Impossible Quest,485860,2016,201.0
2D,Impossible Quest,485860,2016,201.0
Visual Novel,Impossible Quest,485860,2016,201.0
Atmospheric,Impossible Quest,485860,2016,201.0
Romance,Impossible Quest,485860,2016,201.0
Dark Humor,Impossible Quest,485860,2016,201.0
Stylized,Impossible Quest,485860,2016,201.0
Story Rich,Impossible Quest,485860,2016,201.0
Retro,Impossible Quest,485860,2016,201.0
Classic,Impossible Quest,485860,2016,201.0
Illuminati,Impossible Quest,485860,2016,201.0
Indie,Sudoku Quest,436280,2016,3450.0
Casual,Sudoku Quest,436280,2016,3450.0
Puzzle,Sudoku Quest,436280,2016,3450.0
Family Friendly,Sudoku Quest,436280,2016,3450.0
Indie,POPixel,485560,2016,2941.0
Casual,POPixel,485560,2016,2941.0
Action,POPixel,485560,2016,2941.0
Adventure,POPixel,485560,2016,2941.0
Pixel Graphics,POPixel,485560,2016,2941.0
Casual,Akin,487370,2016,5414.0
Indie,Akin,487370,2016,5414.0
Puzzle,Akin,487370,2016,5414.0
Indie,Ghost 1.0,463270,2016,6811.0
Action,Ghost 1.0,463270,2016,6811.0
Metroidvania,Ghost 1.0,463270,2016,6811.0
Adventure,Ghost 1.0,463270,2016,6811.0
Female Protagonist,Ghost 1.0,463270,2016,6811.0
Cyberpunk,Ghost 1.0,463270,2016,6811.0
Platformer,Ghost 1.0,463270,2016,6811.0
2D,Ghost 1.0,463270,2016,6811.0
Sci-fi,Ghost 1.0,463270,2016,6811.0
Singleplayer,Ghost 1.0,463270,2016,6811.0
Rogue-like,Ghost 1.0,463270,2016,6811.0
Side Scroller,Ghost 1.0,463270,2016,6811.0
Anime,Ghost 1.0,463270,2016,6811.0
Robots,Ghost 1.0,463270,2016,6811.0
Action,Death Goat,340770,2016,11946.0
Indie,Death Goat,340770,2016,11946.0
Casual,Death Goat,340770,2016,11946.0
Great Soundtrack,Death Goat,340770,2016,11946.0
Gore,Death Goat,340770,2016,11946.0
Top-Down Shooter,Death Goat,340770,2016,11946.0
Twin Stick Shooter,Death Goat,340770,2016,11946.0
Adventure,Yellow: The Yellow Artifact,486820,2016,15345.0
Indie,Yellow: The Yellow Artifact,486820,2016,15345.0
Casual,Yellow: The Yellow Artifact,486820,2016,15345.0
Action,Yellow: The Yellow Artifact,486820,2016,15345.0
Platformer,Yellow: The Yellow Artifact,486820,2016,15345.0
Atmospheric,Yellow: The Yellow Artifact,486820,2016,15345.0
Story Rich,Yellow: The Yellow Artifact,486820,2016,15345.0
Simulation,Yellow: The Yellow Artifact,486820,2016,15345.0
MMORPG,Yellow: The Yellow Artifact,486820,2016,15345.0
Action,GentleMoon 2,488890,2016,1378.0
Indie,GentleMoon 2,488890,2016,1378.0
Free to Play,UFO Online: Invasion,442810,2016,7858.0
Massively Multiplayer,UFO Online: Invasion,442810,2016,7858.0
RPG,UFO Online: Invasion,442810,2016,7858.0
Strategy,UFO Online: Invasion,442810,2016,7858.0
Open World,UFO Online: Invasion,442810,2016,7858.0
Action,UFO Online: Invasion,442810,2016,7858.0
Multiplayer,UFO Online: Invasion,442810,2016,7858.0
Shooter,UFO Online: Invasion,442810,2016,7858.0
Turn-Based,UFO Online: Invasion,442810,2016,7858.0
Indie,Broken Bots,366620,2016,3033.0
Twin Stick Shooter,Broken Bots,366620,2016,3033.0
Action,Broken Bots,366620,2016,3033.0
Fast-Paced,Broken Bots,366620,2016,3033.0
2D,Broken Bots,366620,2016,3033.0
Arcade,Broken Bots,366620,2016,3033.0
Multiplayer,Broken Bots,366620,2016,3033.0
Controller,Broken Bots,366620,2016,3033.0
Split Screen,Broken Bots,366620,2016,3033.0
Singleplayer,Broken Bots,366620,2016,3033.0
Top-Down Shooter,Broken Bots,366620,2016,3033.0
Arena Shooter,Broken Bots,366620,2016,3033.0
Shooter,Broken Bots,366620,2016,3033.0
Pixel Graphics,Broken Bots,366620,2016,3033.0
Indie,Space Radiance,487420,2016,2094.0
Casual,Space Radiance,487420,2016,2094.0
Adventure,Tick's Tales,411610,2016,155.0
Pixel Graphics,Tick's Tales,411610,2016,155.0
Point & Click,Tick's Tales,411610,2016,155.0
Funny,Tick's Tales,411610,2016,155.0
Indie,Tick's Tales,411610,2016,155.0
Indie,Doodle Kingdom,431640,2016,1392.0
Casual,Doodle Kingdom,431640,2016,1392.0
Simulation,Doodle Kingdom,431640,2016,1392.0
2D,Doodle Kingdom,431640,2016,1392.0
Puzzle,Doodle Kingdom,431640,2016,1392.0
Action,Doodle Kingdom,431640,2016,1392.0
Memes,Doodle Kingdom,431640,2016,1392.0
Crafting,Doodle Kingdom,431640,2016,1392.0
Sandbox,Doodle Kingdom,431640,2016,1392.0
Education,Doodle Kingdom,431640,2016,1392.0
Minimalist,Doodle Kingdom,431640,2016,1392.0
Funny,Doodle Kingdom,431640,2016,1392.0
Experimental,Doodle Kingdom,431640,2016,1392.0
Cute,Doodle Kingdom,431640,2016,1392.0
Clicker,Doodle Kingdom,431640,2016,1392.0
God Game,Doodle Kingdom,431640,2016,1392.0
Open World,Doodle Kingdom,431640,2016,1392.0
Illuminati,Doodle Kingdom,431640,2016,1392.0
Trading Card Game,Doodle Kingdom,431640,2016,1392.0
Simulation,I Get This Call Every Day,291090,2012,113.0
Psychological Horror,I Get This Call Every Day,291090,2012,113.0
Action,Shmups Skill Test シューティング技能検定,430290,2016,94.0
Shoot 'Em Up,Shmups Skill Test シューティング技能検定,430290,2016,94.0
Strategy,Pick a Hero,485620,2016,640.0
Indie,Pick a Hero,485620,2016,640.0
Casual,Pick a Hero,485620,2016,640.0
Card Game,Pick a Hero,485620,2016,640.0
Detective,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Adventure,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Story Rich,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Action,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Mystery,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Crime,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Open World,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Puzzle,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Singleplayer,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Atmospheric,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Third Person,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Psychological Horror,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Horror,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Multiplayer,Sherlock Holmes: The Devil's Daughter,350640,2016,3141.0
Racing,Trials of the Blood Dragon,435480,2016,214.0
Great Soundtrack,Trials of the Blood Dragon,435480,2016,214.0
Platformer,Trials of the Blood Dragon,435480,2016,214.0
Retro,Trials of the Blood Dragon,435480,2016,214.0
1980s,Trials of the Blood Dragon,435480,2016,214.0
Anime,Trials of the Blood Dragon,435480,2016,214.0
Action,Battle Forever,489700,2016,1618.0
Indie,Battle Forever,489700,2016,1618.0
Beat 'em up,Battle Forever,489700,2016,1618.0
Action,Crazy Otto,484890,2016,9.0
Indie,Crazy Otto,484890,2016,9.0
Casual,Crazy Otto,484890,2016,9.0
Casual,Gun Done,488280,2016,6308.0
Indie,Gun Done,488280,2016,6308.0
Pixel Graphics,Gun Done,488280,2016,6308.0
Western,Gun Done,488280,2016,6308.0
Action,GAIN,458450,2016,35.0
Indie,GAIN,458450,2016,35.0
Stealth,GAIN,458450,2016,35.0
Difficult,GAIN,458450,2016,35.0
First-Person,GAIN,458450,2016,35.0
Casual,GemBreak,491160,2016,1093.0
Action,GemBreak,491160,2016,1093.0
Puzzle,GemBreak,491160,2016,1093.0
Arcade,GemBreak,491160,2016,1093.0
2D,GemBreak,491160,2016,1093.0
Funny,GemBreak,491160,2016,1093.0
Puzzle-Platformer,GemBreak,491160,2016,1093.0
Indie,OESE,485600,2016,126.0
Simulation,OESE,485600,2016,126.0
Survival,OESE,485600,2016,126.0
Space Sim,OESE,485600,2016,126.0
Simulation,CrazyCars3D,454180,2016,3994.0
Racing,CrazyCars3D,454180,2016,3994.0
Action,CrazyCars3D,454180,2016,3994.0
Indie,CrazyCars3D,454180,2016,3994.0
Casual,CrazyCars3D,454180,2016,3994.0
Adventure,CrazyCars3D,454180,2016,3994.0
Great Soundtrack,CrazyCars3D,454180,2016,3994.0
Arcade,CrazyCars3D,454180,2016,3994.0
Funny,CrazyCars3D,454180,2016,3994.0
Action,Hover 2030,488580,2016,1254.0
Indie,Hover 2030,488580,2016,1254.0
Casual,Hover 2030,488580,2016,1254.0
Platformer,Hover 2030,488580,2016,1254.0
Sci-fi,Hover 2030,488580,2016,1254.0
Robots,Hover 2030,488580,2016,1254.0
Minimalist,Hover 2030,488580,2016,1254.0
2D,Hover 2030,488580,2016,1254.0
Puzzle-Platformer,Hover 2030,488580,2016,1254.0
Simulation,Megapolis,485080,2010,2376.0
Casual,Megapolis,485080,2010,2376.0
Strategy,Megapolis,485080,2010,2376.0
Indie,Megapolis,485080,2010,2376.0
Free to Play,SWARMRIDERS,490230,2016,284.0
Indie,SWARMRIDERS,490230,2016,284.0
Action,SWARMRIDERS,490230,2016,284.0
Arcade,SWARMRIDERS,490230,2016,284.0
Fast-Paced,SWARMRIDERS,490230,2016,284.0
Great Soundtrack,SWARMRIDERS,490230,2016,284.0
Pixel Graphics,SWARMRIDERS,490230,2016,284.0
Retro,SWARMRIDERS,490230,2016,284.0
Twin Stick Shooter,SWARMRIDERS,490230,2016,284.0
Free to Play,Twisted Worlds,464800,2016,120.0
Casual,Twisted Worlds,464800,2016,120.0
Adventure,Twisted Worlds,464800,2016,120.0
Hidden Object,Twisted Worlds,464800,2016,120.0
Casual,Mahjong Destiny,491580,2016,5.0
Puzzle,Mahjong Destiny,491580,2016,5.0
Casual,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),491330,2016,5943.0
Strategy,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),491330,2016,5943.0
Indie,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),491330,2016,5943.0
Resource Management,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),491330,2016,5943.0
Adventure,Cursed,431260,2016,2763.0
Indie,Cursed,431260,2016,2763.0
Point & Click,Cursed,431260,2016,2763.0
Horror,Cursed,431260,2016,2763.0
Female Protagonist,Cursed,431260,2016,2763.0
Hidden Object,Cursed,431260,2016,2763.0
Puzzle,Cursed,431260,2016,2763.0
Strategy,MAZE LORD,450190,2016,2295.0
Indie,MAZE LORD,450190,2016,2295.0
Puzzle,MAZE LORD,450190,2016,2295.0
2D,MAZE LORD,450190,2016,2295.0
Casual,Hide and Secret Treasure of the Ages,489470,2007,470.0
Indie,Hide and Secret Treasure of the Ages,489470,2007,470.0
Adventure,Hide and Secret Treasure of the Ages,489470,2007,470.0
Hidden Object,Hide and Secret Treasure of the Ages,489470,2007,470.0
Indie,Run The Gamut,489730,2016,1016.0
Action,Run The Gamut,489730,2016,1016.0
Adventure,Run The Gamut,489730,2016,1016.0
Platformer,Run The Gamut,489730,2016,1016.0
Difficult,Run The Gamut,489730,2016,1016.0
Video Production,XSplit,433800,2012,4010.0
